@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
8325,"how do pink sheets stocks work ? read up before you risk your hard earned money $fb $twtr",-1.0
8326,"international customers ca n't get enough of mcdonald 's . but sales are starting to fall in america . so is $mcd stock .",-1.0
8327,"u.s. sales slow at @mcdonalds as co laps all-day breakfast success but growth continues abroad . $mcd",-1.0
8328,"analyst cuts #iphone estimates ahead of apple 's <alphanum> report $aapl",-1.0
8329,"what happened to all-day b'fast ? mcdonald s us sales drop for <num>st time in <num> quarters /via @globeandmail $mcd",-1.0
8330,"chowdhry : oracle is 'toast , ' layoffs in sparc business $amzn $msft $orcl",-1.0
8331,"how apple 's lawsuit threatens qualcomm 's business model via @levynews $aapl $qcom",-1.0
8332,"nomura cuts qualcomm <num> months after upgrade $nxpi $qcom",-1.0
8333,"for all of its talk about hiring , $ibm has been shrinking its workforce .",-1.0
8334,"$fb lookin interesting ...",-1.0
8335,"who cares about yahoo ! earnings -- these two issues will dominate $yhoo",-1.0
8336,"busiest week in us reporting season sees <num> $spx cos release results . so far not so good . $mcd , $hal lower on profit & amp ; outlook letdowns",-1.0
8337,"rt @fzucchi : not sure if corp bond issuance makes it to $<num>b tdy . but it 'll b close ; spreads are a bit wider across the board $spx $spy",-1.0
8338,"does tidal 's deal with sprint leave apple eyeing pandora ? $aapl $p $s",-1.0
8339,"'the international downward cycle is still playing out ' $hal",-1.0
8340,"the number of americans asking for unemployment benefits recently fell to <num>,<num>. the lowest in <num> years $spy $tlt",-1.0
8341,"foxconn 's u.s. labor payroll could cost <num>x as much as chinese equivalent $aapl",-1.0
8342,"yahoo earnings after the close . but is this last one before core $yhoo sold to $vz ? ( assuming deal goes through ? ) there is no call w/ mgmt .",-1.0
8343,"mcdonald 's focus turns to tech as all-day breakfast enthusiasm evens out , us comp sales cool amid strong growth",-1.0
8344,"$vz $yhoo the tx is now expected to close in <alphanum> of <num>. the company is working expeditiously to close the transaction in <alphanum> .",-1.0
8345,"yahoo delays deal with verizon , says now expects transaction to close in <alphanum> <num> ; had previously expected <alphanum> <num> $yhoo $vz $baba",-1.0
8346,"yahoo ! reports eps $<num>.<num> vs $<num>.<num> est. , sales $<num>.<num>b vs $<num>.<num>b est . $yhoo",-1.0
8347,"shares of boeing ( $ba ) , exxon ( $xom ) , and ge ( $ge ) all fell today after #trump signed orders to pull out of the #tpp",-1.0
8348,"after <num>nd yahoo hack dislosure , looks like $yhoo users did n't fully rebound following normal holiday seasonality",-1.0
8349,"yahoo says it 'll take longer than expected to close the verizon deal . $yhoo shares up <num> % -- a sign of just how much doubt is out there .",-1.0
8350,"ceo marissa mayer says #yahoo it was a `` uniquely eventful past year for yahoo . '' no kidding . $yhoo",-1.0
8351,"amazon buying an after-market auto parts company is 'unlikely ' $aap $amzn $azo $orly",-1.0
8352,"alibaba is driving shorts nuts $baba #noposition",-1.0
8353,"sold my $googl stock here . $<num>ish . will sit in calls for earnings thursday",-1.0
8354,"rt @lamonicabuzz : $yhoo said in earnings report that $vz deal merely delayed to <alphanum> . but $vz gave no timeframe . still assessing `` impact of d",-1.0
8355,"rt @mparekh : abundance of options : `` #google has a messaging app problem . '' $goog via @wsj",-1.0
8356,"the market in <num> minutes : alibaba beats , verizon disappoints $aapl $aet $hum $baba $lmt $vz $jnj $yhoo $watt $fdml",-1.0
8357,"@lawandloubs $sbux i 've been in do n't have the backend to support <num> lines of incoming orders . baristas working at a foxconn sweatshop pace",-1.0
8358,"@lawandloubs is there a whole separate line for you elites or does everyone not using the app have to suffer your youthful savvy ? $sbux",-1.0
8359,"rt @jenishinbollywo : #verizon communications inc. misses on #earnings , beats on revenue @valuewalk $spy",-1.0
8360,"how did apple 's stock perform the last time it was downgraded ? $aapl",-1.0
8361,"<num> returns ... short vol : +<num> % long vol : -<num> % $xiv $vxx",-1.0
8362,"yes i must warn you about this again because i care ! $fb $twtr",-1.0
8363,"$aa misses the estimize eps consensus by <num>c and beats the estimize revenue consensus by $<num>.<num>m -",-1.0
8364,"$isrg misses the estimize eps consensus by <num>c and beats the estimize revenue consensus by $<num>.<num>m -",-1.0
8365,"#breaking : alcoa $aa <alphanum> adjusted earnings per share ( eps ) misses estimates , $<num>.<num> vs. $<num>.<num> expected",-1.0
8366,"my new blog post : `` does e-commerce suck ? '' $amzn",-1.0
8367,"commodities : diversification or diworsification ? new post $dbc $spy $agg",-1.0
8368,"rt @katekelly : $gs lifts restrictions on departing president gary cohn 's stock , enables him to cash out tens of millions in shares + get $<num>",-1.0
8369,"$ebay 's single life is more volatile : shares have swung at least <num> % in <num> of <num> earnings reports after paypal split",-1.0
8370,"news outlets are abandoning facebook live , instant articles in droves - $fb this could be a disaster for $twtr",-1.0
8371,"$crm never got serious with $data",-1.0
8372,"sorry , ipo fans : cisco buys appdynamics two days before it was to go public $csco",-1.0
8373,"#breaking : freeport-mcmoran $fcx <alphanum> adjusted earnings per share ( eps ) misses estimates , $<num>.<num> vs. $<num>.<num> expected",-1.0
8374,"trump 's top economic adviser is walking away from @goldmansachs with a $<num>m+ payout : $gs via @jethromullen",-1.0
8375,"lets talk to chuck robbins about $csco 's bid for appdynamics",-1.0
8376,"indie bookstores are booming because some people want that personal touch - and some boycott amazon $amzn",-1.0
8377,"is it time to short this tech giant ahead of earnings ? $qcom #qualcomm",-1.0
8378,"apple shares are doing something very unusual $aapl",-1.0
8379,"if u want <num> see why retail is out of the market -look at the chart . everyone has been calling crashes since <num>",-1.0
8380,"#breaking : las vegas sands $lvs <alphanum> revenue , $<num>.<num>b vs. $<num>.<num>b expected",-1.0
8381,"#breaking : las vegas sands $lvs <alphanum> adjusted earnings per share ( eps ) misses estimates , $<num>.<num> vs. $<num>.<num> expected",-1.0
8382,"#breaking : qualcomm $qcom <alphanum> revenue , $<num>.<num>b vs. $<num>.<num>b expected",-1.0
8383,"rt @sdut : apple expands legal war against qualcomm 's cellular patents into china . $qcom",-1.0
8384,"$lvs misses the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -",-1.0
8385,"rt @cnbcnow : earnings : qualcomm <alphanum> eps $<num>.<num> vs. $<num>.<num> est . ; <alphanum> revs . $<num>.<num>b vs. $<num>.<num>b est . $qcom",-1.0
8386,"qualcomm reports <alphanum> adj . eps $<num>.<num> vs $<num>.<num> est. , sales $<num>.<num>b vs $<num>.<num>b est . $qcom",-1.0
8387,"$ffiv reports inline with the estimize eps consensus and misses the estimize revenue consensus by $<num>.<num>m -",-1.0
8388,"@sharatibken @qualcomm @apple yeah this $qcom call is all about technology leadership , patents and disagreeing with apple 's assertions .",-1.0
8389,"united tech the latest dow member whose earnings report is n't wrong , but just is n't quite right",-1.0
8390,"google has banned <num> publishers since it passed a new policy against fake news via @recode - $googl",-1.0
8391,"$ebay misses the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -",-1.0
8392,"microsoft earnings : expect a bigger shift to the cloud . $msft reports tomorrow :",-1.0
8393,"rt @anshelsag : i do n't think i have ever heard such a rebuke as i did listening to this @qualcomm earnings call $qcom",-1.0
8394,"rt @anshelsag : @sharatibken @qualcomm @apple yeah this $qcom call is all about technology leadership , patents and disagreeing with apple 's",-1.0
8395,"rt @cnntech : . @americanair is eliminating in-seat screens on new jets $aal",-1.0
8396,"$bac a short put with edge if we avoid earnings #cmlviztm",-1.0
8397,"sucking up to big oil tillerson , @elonmusk admits : $tsla just one of the many car companies",-1.0
8398,"@navelhunt does the market ultimately reward deals vs buybacks ? vs $gild $nvs etc . agree , $jnj $atln makes no sense on valuation basis",-1.0
8399,"no joke : las vegas sands missed earnings estimates in part because of one gamblers excessive luck @jackycwong $lvs",-1.0
8400,"this is the one wall street benchmark starbucks badly wants you to forget about $sbux",-1.0
8401,"right now cnbc $cat b'berg $cat abc trump cbs trump fox trump fox biz trump msnbc trump nbc weather news ?",-1.0
8402,"rt @marcomnyc : @ajinsight $twtr has all the news yet the company still ca n't capitalize . they should sell pre-made follow lists..boom !",-1.0
8403,"gilead defends hepatitis c treatments on reports of side effects $gild",-1.0
8404,"my blog post : `` does e-commerce suck ? '' #ecommerce #omnichannel $amzn",-1.0
8405,"#yourmoney : peoria-based @caterpillarinc $cat on reports a loss of $<num>.<num> billion in <num>th quarter",-1.0
8406,"caterpillar december sales : not so much 'good ' as they are 'less-bad ' $cat",-1.0
8407,"downside pre-mkt : $mat , $agi $mck , $kold , $eurn , $has , $whr , $ul , $lvs , $pot , $qcom powered by",-1.0
8408,"investors certainly will have their questions when alphabet reports earnings after the bell today :",-1.0
8409,"apple vs qualcomm is rapidly deteriorating into a brawl and , potentially , a war , says bernstein analyst stacy rasgon $aapl $qcom",-1.0
8410,"i wrote this one last time $cat warned on profit and stock rose , not today",-1.0
8411,"$ffiv intraday bear flag setup",-1.0
8412,"sorry , @starbucks . #uber has become the new bff of business travelers $sbux",-1.0
8413,"on my blog ... 'if you are heading to a career with the word hedge ... .run ' ... $spy",-1.0
8414,"trump 's policies have nike facing one of its biggest threats in history - $nke",-1.0
8415,"$cat profit warning trims #dow a bit . #caterpillar says strong $cuts <num>m from fy rev outlook , & amp ; <num> % fr wall st 's $<num>.<num> est",-1.0
8416,"@pateltexas that scares me ... $pcln w earnings really does . how does it look ex-earnings #cmlviztm",-1.0
8417,"rt @smileyborg : someone just cashed in their $aapl rsus",-1.0
8418,"mms murdering the chasers today , rewarding the spread sellers $spy",-1.0
8419,"whole foods is closing their remaining three kitchens : $wfm",-1.0
8420,"google 's parent alphabet reports earnings after the bell today , what concerns should $googl address ?",-1.0
8421,"a <num>-year employee of @wholefoods says she was unfairly terminated from her job $wfm #reinstatejulia",-1.0
8422,"rt @thebubblebubble : $<num>t in gov't debt means no lifeline for caterpillar`s declining revenues : @econmatters $cat h",-1.0
8423,"rt @chitribbiz : $cat s earnings fall short ; inventory of used equipment continues to hamper sales",-1.0
8424,"why the tesla model <num> may not debut this year $tsla",-1.0
8425,"shares of qualcomm were slumping because its main customer 'clearly hates ' the chipmaker : $qcom $aapl",-1.0
8426,"<num> huge mistakes i 've made that have cost me millions learn from when you really screw up lol $fb $twtr",-1.0
8427,"my <num>st explanation ( december <num> ) of the continuation gap reversal trade unfolding in $gld this week :",-1.0
8428,"eschew obfuscation ! ! earnings releases are still a confusing mess say @linnaneciara @tomikilgore @retheauditors",-1.0
8429,"donald trump is using a private gmail account to secure the most powerful twitter account in the world $googl $twtr",-1.0
8430,"are @nintendoamerica shares still plagued by overdone bull run in <num> ? $msft $ntdoy $sne",-1.0
8431,"the alphabet bear : wedbush 's james dix has the only `` sell '' on the street . he explains ahead of $googl earnings & gt ; & gt ;",-1.0
8432,"with comparable sales falling over the past <num> consecutive quarters , whole foods could be the next m & amp ; a target :",-1.0
8433,"rt @mcwm : i just made a vaguely comical $goog chart",-1.0
8434,"@yusifsdk do n't trust the financials . proxy on china . we dont own it directly but we own $iemg $baba",-1.0
8435,"i just made a vaguely comical $goog chart",-1.0
8436,"here 's why wall street analysts hate rating stocks with a 'sell ' rating $coh $spy",-1.0
8437,"nice of them to not specifically say , `` do n't buy off stubhub , we hate those guys . '' $ebay",-1.0
8438,"bullpen capital 's davidson : more m & amp ; a , fewer ipos . $csco buying unicorn appdynamics for example . appdynamics canceled ipo , sold instead .",-1.0
8439,"analyst : apple 's sheer size makes it almost impossible to demonstrate 'explosive ' growth $aapl",-1.0
