"","tweets","positive","negative","score"
7700,"$spx has now run <num> straight trading days without a daily drop of -<num> % . by next friday , we 'll match a <num> yr record",0,1,1
7701,"ny/nj students learn professional networking & amp ; etiquette from $gs ' brian fortson , talent coach @sarah_tennyson & amp ; re",0,0,1
7702,"rt @deoneroberts : bank of america ceo brian moynihan gets a raise but still no cash bonus $bac #charobs",0,1,1
7703,"' @guyadami is betting on $crm as a slam drunk stock in time for this weekend 's nba all-star game",0,0,1
7704,"market confidence in early days of the trump presidency . $spy $vxx",0,0,1
7705,"these are the big dow winners this week - which names are you trading or fading ? $csco $pfe $ba $jpm $pg",1,0,1
7706,"friday motivation , the best $<num>k i 've ever spent let this inspire you as $can be used for good $fb $twtr",2,0,1
7707,"demographics and destiny $spx #stocks",0,0,1
7708,"rt @optionsaction : tesla has been on a hot streak . here 's how @riskreversal is trading it ahead of earnings $tsla",0,0,1
7709,"tesla has been on a hot streak . here 's how @riskreversal is trading it ahead of earnings $tsla",0,0,1
7710,"rt @bvz_investools : $spx highs leap to <num> but the top <num> sector order stays put : $xlk $xlf $xlb $xli #topdownthermometer #sectorrotation #<num>",2,0,1
7711,"rt @optionsaction : looking for portfolio protection ? here 's how @riskreversal is trading the $spy",0,0,1
7712,"the <num> best performing s & amp ; p <num> stocks of the year ( so far ) $nrg +<num> % $csx +<num> % $swks +<num> % here 's the full list",1,0,1
7713,"rt @usatodaytech : what s behind apple s recent rally ? it s not just hopes for the new iphone $aapl",0,1,1
7714,"$aapl research and development by quarter -- new all-time high via @cmlviz",0,0,1
7715,"$adbe breaks out above pivot points - see chart -- & gt ; via @cmlviz",0,1,1
7716,"rt @johnkicklighter : $spx has now run <num> straight trading days without a daily drop of -<num> % . by next friday , we 'll match a <num> yr record",0,1,1
7717,"$amzn nears new all-time high ; market cap tops $<num>b - see chart -- & gt ; via @cmlviz",0,0,1
7718,"rt @jamespasseri : . @cgrantwsj on important caveats in valeant 's bittersweet drug approval . stock and bonds are slumping ... $vrx",0,0,1
7719,"watch and if you want to really understand my mission $fb $twtr peeps",0,0,1
7720,"the current forward <num>-month p/e ratio for $spx of <num>.<num> ( based on thursday 's close ) is the highest since <num> .",1,0,1
7721,"$bac this what option edge is -- and this is how to use it to profit",1,0,1
7722,"$aapl there is a beauty in this option strategy -- there 's also a lot of money",0,0,1
7723,"rt @timothysykes : watch and if you want to really understand my mission $fb $twtr peeps",0,0,1
7724,"rt @timothysykes : friday night motivation get pumped up $fb $twtr peeps !",0,0,1
7725,"more perspective : there 's apple , and everybody else $aapl , $googl , $amzn , $msft cash from operations",0,0,1
7726,"$amzn r & amp ; d is getting absurdly large $aapl , $googl , $amzn research & amp ; development ( ttm ) via",0,0,1
7727,"$qqq options in nasdaq-<num> can be very profitable , but you have to be better than the crowd . -- & gt ;",2,0,1
7728,"rt @heyimsnuffles : @bkollmeyer i told you it was bullshit #gdp $spy | the big breakout chekc it out",0,1,1
7729,"how @ibm watson competes for ai talent against google . $ibm $goog $googl",0,1,1
7730,"$aapl trading weekly options in apple for a profit",1,0,1
7731,"rt @ibd_ecarson : ibd <num> : chip sector remains strong as recent earnings impress $nvda $amat $mchp",2,0,1
7732,"why warren buffett buys #apple stock ( $aapl )",0,0,1
7733,"philstockworld top trade review : #hotstocks $slw $wtw $fcx $sbux $abx $lmt $rtn $dia --",1,0,1
7734,"rt @callum_thomas : <num>. the #euphoriameter has surged since the bottom this time last year . $spx",0,0,1
7735,"rt @ophirgottlieb : $twtr $aapl",0,0,1
7736,"rt @kmccabe<num> : so true . #cape has one of highest inverse correlations to subsequent actual lt term $spx returns . credit @hussmanjp , a mus",1,0,1
7737,"the global dow is an index of the world 's <num> largest companies . you should know it 's at <num>-year highs $djia $dia",1,0,1
7738,"rt @michaelglamothe : if you are a trend follower like me , this is your kind of market ! $spx $spy $qqq $djia $iwm #",0,0,1
7739,"rt @marketwatch : $djia is on track to return <num>.<num> % within trump 's first <num> days in office , the <num>th best in percentage terms",1,0,1
7740,"$djia is on track to return <num>.<num> % within trump 's first <num> days in office , the <num>th best in percentage terms",1,0,1
7741,"rt @timothysykes : how to react when a penny stock moves too fast for you to get executed really good to know $fb $t",1,0,1
7742,"mcgregor vs. mayweather superfight could be huge for las vegas $cbs $czr $lvs",0,0,1
7743,"the oil equipment makers , services firms that should benefit from the u.s. shale revival",1,0,1
7744,"you may never have to plug in your #iphone again . $aapl via @cnntech",0,0,1
7745,"rt @betawork : <num> examples of the potential in ibm 's watson @themotleyfool #stocks $ibm",0,0,1
7746,"check out this great blog post as it makes me very proud ! $fb $twtr peeps",0,0,1
7747,"rt @tickerville : rather than buy it . i 've started a $twtr jar . deposit $<num> when you think it 's bottomed . much cheaper ! !",1,1,1
7748,"cisco wants to take subscription model that has been successful in software and apply to networking hardware . $csco",1,0,1
7749,"how does a bank exec turned fintech ceo plan out a workday ? $gs $ubs",0,0,1
7750,"$vix $vxx the remarkable option strategy that has won for eight straight years",0,0,1
7751,"$bac if you trade options in the big banks , there is edge , right now",0,0,1
7752,"why the iphone <num> stands a good chance of silencing apple 's critics - $aapl",1,0,1
7753,".. @arkwebx<num> @jwan<num> are impressed by #watson for oncology , the first time this portfolio manager has paid attention",1,0,1
7754,"rt @timothysykes : <num> things successful people do do you do them too $fb $twtr",1,0,1
7755,"correction : p/e expansion accounts for all $spx gains since <num> ... #bubble",1,1,1
7756,"rt @uclatheden : timeout $c . ucla up <num>-<num> with <num>:<num> to go . pauley is littttt",0,0,1
7757,"for the first time in tim cook 's tenure , @apple is finally firing on all cylinders $aapl",0,1,1
7758,"$aapl apple has created an impossible to copy new video series and reminded $nflx and $amzn - they ai n't no apple",0,2,1
7759,"$aapl boom.trailer for second show is aggressive stake in the ground apple video will humiliate the skeptics , again",0,0,1
7760,"sometimes the market 's biggest winners are right in front of you . here 's ulta ( l'oreal , revlon ) since <num> : $ulta",1,0,1
7761,"amazon a buy at new high , google retakes entry , nvidia finds support $amzn $googl $nvda $mbly $ntes",1,0,1
7762,"badass ! ! ! ! $googl",0,0,1
7763,"$aapl as i said before , apple is going to crush it in video . the celebs / talent -- apple music only . not nflx , amzn",0,2,1
7764,"watch my video and see what kind of life you can have if you stay dedicated and trade safely $fb $twtr",0,0,1
7765,"rt @thestreet : prime subscriptions now appear to account for over <num> % of amazon 's revenue : $amzn",0,0,1
7766,". @apple 's next iphone could come with big benefits , thanks to the amoled screen . #apple #iphonex #iphone<num> $aapl",0,0,1
7767,"this chart ca n't be seen enough . where do you think we are right now ? reply below . $spy :",0,0,1
7768,"have the patience to wait for trade setups like this they do happen $fb $twtr",0,0,1
7769,"could celgene have another billion-dollar blockbuster on its hands ? - $celg",0,0,1
7770,"$spx - $spx - no dream is too big , no challenge is too great . -",1,3,1
7771,"tim cook is saying more about augmented reality , leading to predictions of ar features in the #iphone<num> .",1,0,1
7772,"i have bought beautiful zegna shirts at costco on sale . $cost is a great retailer and we have owned it big for",1,0,1
7773,"$qqq the calm , risk averse option strategy that returned <num> %",0,1,1
7774,"do n't ignore these key lessons as they will change your life over time $fb $twtr",0,1,1
7775,"there is a lot of speculative trading on who alibaba 's new retail partner is.. via @barronsasia $baba",0,0,1
7776,"<num> tips to making $<num>k in <num> day it 's possible with enough study/proper strategy $fb $twtr",0,0,1
7777,"rt @sassy_spy : $tsla claiming <num> % battery cost reduction at gigafactory <num> hinting breakthrough cost below $<num>/kwh electrek",1,1,1
7778,"rt @stocktwits : this chart ca n't be seen enough . where do you think we are right now ? reply below . $spy :",0,0,1
7779,"rt @darrengratson : these <num> casinos are making very different bets on millennials @themotleyfool #stocks $czr , $penn , $sgms , $lvs",0,0,1
7780,"rt @timothysykes : have the patience to wait for trade setups like this they do happen $fb $twtr",0,0,1
7781,"rt @timothysykes : this is how i buy penny stocks just before big spikes take notes $fb $twtr",1,0,1
7782,"tesla powerwall <num> now shipping with <num> gigafactory batteries inside - $tsla",0,0,1
7783,"every friday my video stock mkt analysis $spy $qqq $iwm $tlt $smh $ibb $nvda $aapl",0,0,1
7784,"apple pay already accepted at a third of us retail outlets - $aapl",0,0,1
7785,"rt @foxnewsresearch : the $djia is up <num>.<num> % since inauguration day ; the dow 's best first <num> days of any president 's first term since taft in",1,0,1
7786,"will the open interest stall the uptrend next week ? $spy $spx $iwm $qqq",0,1,1
7787,"icymi : bank of america ceo brian moynihan got <num> % raise in <num> $bac #charobs",0,0,1
7788,"we 've been saying this for a while . apple does n't buy anything . nothing . drifting . in a sea of forgotten worries .",1,1,1
7789,"how amazon plans to expand in the food market - $amzn",0,0,1
7790,"whatsapp changes everything with its new 'status ' feature - $fb",0,0,1
7791,"commented on tanger factory outlet centers : a bargain reit for dgi investors ? $amzn $frt $shld $spg $srg $skt",0,0,1
7792,"why i shorted this $<num> billion penny stock pump & amp ; dump this is a solid history lesson $fb $twtr",0,1,1
7793,"( <num>/<num> ) two ways to trade options in this market <num>. bet the market wo n't go down a lot : $aapl example",0,0,1
7794,"( <num>/<num> ) two ways to trade options in this market <num>. bet on a rise aggressively : $amzn example",1,0,1
7795,"rt @timothysykes : <num> tips to making $<num>k in <num> day it 's possible with enough study/proper strategy $fb $twtr",0,0,1
7796,"$msft the magnificent power of being prepared in option trading .",0,0,1
7797,". @microsoft ceo @satyanadella speaks out on 'being an american company ' under @realdonaldtrump . $msft #leadership",0,0,1
7798,"weekend review and watchlist $spx $cma $wtfc $brk.b $gd $rop $swks $mrvl $yndx",0,0,1
7799,"rt @timothysykes : check out my best student in <num> he 's come a long way and just had a baby too ! $fb $twtr",2,0,1
7800,"$msft turning a short put on its head -- with more profit than loss -- and then a win",2,2,1
7801,"#kakao : alibaba s ant financial to invest in $<num> million via @barronsasia $baba",0,0,1
7802,"#kakao : alibaba 's ant financial to invest in $<num> million @shuli_ren #korea $baba #china",0,0,1
7803,"a peek into the markets : u.s. stock futures signal higher start on wall street $spy $uso $blmn $dgas $hd $wmt $ll",0,0,1
7804,"dragonfly capital - <num> trade ideas in goldman sachs : bonus idea $gs $spy",0,0,1
7805,"$gs delighted to support @serpentineuk for the <num>rd year . look forward to seeing this year s pavilion by @fuergando",1,0,1
7806,"rt @valaafshar : . @amazon accounts for <num> % of us online retail sales $amzn",0,0,1
7807,"$yhoo discount to nav still attractive especially considering tax backdrop . yes , i 'm long",3,0,1
7808,"<num> important hedge fund terms you should know knowledge is power $fb $twtr",0,0,1
7809,"rt @igcom : #tesla $tsla earnings look ahead , report out on <num>nd feb :",0,0,1
7810,"another new high from the morning set up $iwm",0,0,1
7811,"$aapl breaks out ( long ) - see chart -- & gt ; via @cmlviz",1,1,1
7812,"google home adds shopping capabilities $goog",0,0,1
7813,"google home adds shopping capabilities $goog",0,0,1
7814,"google home adds shopping capabilities $goog by @biintelligence",0,0,1
7815,"tesla reports earnings this wednesday and here 's the one chart everyone is watching : $tsla",0,0,1
7816,"... in fact , the <num>-day correlation between the $spx and $vix has flipped positive - first time dec <num> :",1,0,1
7817,"market notches new highs ; tesla snaps back ahead of wednesday earnings : $wmt $amzn $hd $tsla $nvda $amat $ntes $tal",1,0,1
7818,"rt @engelsangle : $csx confirms layoffs of <num>,<num> management employees ... and notes majority of those impacted are in jacksonville @wokvnews",0,1,1
7819,"rt @scottbudman : both tesla and amazon are trading at all time highs right now . $tsla $amzn",1,0,1
7820,"stocks appear to be headed toward new highs amid mixed bag of earnings $m $hd $wmt $spy $uso $vxx",1,0,1
